GHO,Indicator,PUBLISHSTATE,PUBLISH STATES,YEAR,Year,REGION,WHO region,COUNTRY,Country,Display Value,Numeric Value,Low Value,High Value,Comments
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,BLR,Belarus, 6 400 [4 600-9 300],6400,4600,9300,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BLZ,Belize, 1 800 [1 500-2 100],1800,1500,2100,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BOL,Bolivia (Plurinational State of), 1 200 [<1000-1 900],1200,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CAF,Central African Republic,62 000 [44 000-67 000],62000,44000,67000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CAN,Canada,13 000 [12 000-16 000],13000,12000,16000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,CHE,Switzerland, 6 200 [4 700-8 100],6200,4700,8100,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CHL,Chile, 4 800 [3 200-7 200],4800,3200,7200,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,COG,Congo,40 000 [36 000-44 000],40000,36000,44000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,COL,Colombia,29 000 [19 000-43 000],29000,19000,43000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,COM,Comoros,<100 [<100-<200],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CPV,Cape Verde, 2 700 [1 900-3 800],2700,1900,3800,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,DJI,Djibouti, 4 600 [3 400-6 300],4600,3400,6300,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,DNK,Denmark, 1 600 [1 400-1 900],1600,1400,1900,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,DOM,Dominican Republic,24 000 [20 000-28 000],24000,20000,28000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,DZA,Algeria,É [3 800-8 100],0,3800,8100,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,ECU,Ecuador, 8 200 [5 300-18 000],8200,5300,18000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ETH,Ethiopia,390 000 [350 000-430 000],390000,350000,430000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,FIN,Finland,<1000 [<1000-1 000],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,FJI,Fiji,<200 [<100-<200],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,FRA,France,46 000 [37 000-56 000],46000,37000,56000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GIN,Guinea,41 000 [33 000-52 000],41000,33000,52000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GMB,Gambia, 7 700 [4 000-15 000],7700,4000,15000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GNB,Guinea-Bissau,12 000 [10 000-15 000],12000,10000,15000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GNQ,Equatorial Guinea,10 000 [8 900-15 000],10000,8900,15000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,HRV,Croatia,<500 [<500-<500],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,HTI,Haiti,61 000 [50 000-71 000],61000,50000,71000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,HUN,Hungary, 1 300 [<1000-1 600],1300,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,IDN,Indonesia,110 000 [70 000-170 000],110000,70000,170000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,IND,India,É,,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ITA,Italy,49 000 [38 000-65 000],49000,38000,65000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,JAM,Jamaica,10 000 [8 200-13 000],10000,8200,13000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,JPN,Japan, 2 400 [1 800-3 100],2400,1800,3100,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,KAZ,Kazakhstan, 7 900 [7 000-9 700],7900,7000,9700,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,LAO,Lao People's Democratic Republic, 4 700 [3 600-6 500],4700,3600,6500,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,LBN,Lebanon, 1 300 [<1000-1 900],1300,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,LBR,Liberia,12 000 [10 000-16 000],12000,10000,16000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka, 1 400 [1 100-3 400],1400,1100,3400,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,MDA,Republic of Moldova, 5 500 [4 600-6 600],5500,4600,6600,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MDG,Madagascar, 9 500 [7 400-13 000],9500,7400,13000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,MDV,Maldives,<100 [<100-<100],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,MEX,Mexico,32 000 [27 000-35 000],32000,27000,35000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MOZ,Mozambique,750 000 [670 000-850 000],750000,670000,850000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MRT,Mauritania,13 000 [7 100-22 000],13000,7100,22000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MUS,Mauritius, 2 200 [1 500-3 100],2200,1500,3100,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MWI,Malawi,430 000 [410 000-470 000],430000,410000,470000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,NIC,Nicaragua, 5 200 [2 300-13 000],5200,2300,13000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,NLD,Netherlands, 7 500 [5 900-11 000],7500,5900,11000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,NOR,Norway, 1 300 [1 000-1 800],1300,1000,1800,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,NPL,Nepal,10 000 [6 500-22 000],10000,6500,22000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,PHL,Philippines, 3 500 [2 800-4 200],3500,2800,4200,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,PNG,Papua New Guinea,12 000 [10 000-14 000],12000,10000,14000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,POL,Poland, 9 900 [7 700-13 000],9900,7700,13000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,É,,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,RWA,Rwanda,110 000 [94 000-130 000],110000,94000,130000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,SDN,Sudan,22 000 [18 000-28 000],22000,18000,28000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,SEN,Senegal,28 000 [23 000-34 000],28000,23000,34000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,SGP,Singapore, 1 000 [<1000-1 300],1000,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,SSD,South Sudan,77 000 [52 000-100 000],77000,52000,100000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,STP,Sao Tome and Principe,<500 [<500-<500],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,SUR,Suriname, 1 700 [1 200-2 600],1700,1200,2600,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SVK,Slovakia,<200 [<200-<200],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,THA,Thailand,200 000 [170 000-220 000],200000,170000,220000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,TJK,Tajikistan, 3 500 [2 200-5 800],3500,2200,5800,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,TTO,Trinidad and Tobago, 6 800 [6 100-7 500],6800,6100,7500,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,TUN,Tunisia,<500 [<500-<500],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,URY,Uruguay, 3 800 [2 100-9 300],3800,2100,9300,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,USA,United States of America,300 000 [210 000-470 000],300000,210000,470000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,UZB,Uzbekistan,É,,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,VEN,Venezuela (Bolivarian Republic of),25 000 [14 000-54 000],25000,14000,54000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ZWE,Zimbabwe,600 000 [570 000-640 000],600000,570000,640000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,AFG,Afghanistan, 1 300 [<1000-3 900],1300,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,AGO,Angola,120 000 [83 000-180 000],120000,83000,180000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,ARG,Argentina,35 000 [28 000-44 000],35000,28000,44000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ARM,Armenia,<1000 [<1000-2 000],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,BEL,Belgium, 5 700 [4 500-7 300],5700,4500,7300,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,BEN,Benin,33 000 [29 000-38 000],33000,29000,38000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,BFA,Burkina Faso,56 000 [50 000-72 000],56000,50000,72000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,BGD,Bangladesh,<1000 [<500-1 300],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BRA,Brazil,200 000 [170 000-230 000],200000,170000,230000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BRB,Barbados,<500 [<500-<500],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,BTN,Bhutan,<500 [<500-<1000],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,BWA,Botswana,160 000 [150 000-170 000],160000,150000,170000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,CHN,China,230 600 [173 800-285 100],230600,173800,285100,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CIV,C?te d'Ivoire,170 000 [150 000-200 000],170000,150000,200000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CMR,Cameroon,280 000 [260 000-300 000],280000,260000,300000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,COD,Democratic Republic of the Congo,É,,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CRI,Costa Rica, 4 300 [3 500-5 100],4300,3500,5100,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CUB,Cuba, 2 900 [2 500-3 400],2900,2500,3400,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,CZE,Czech Republic,<1000 [<1000-<1000],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,DEU,Germany,11 000 [10 000-13 000],11000,10000,13000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,EGY,Egypt, 1 500 [<1000-2 900],1500,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ERI,Eritrea,12 000 [6 600-27 000],12000,6600,27000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ESP,Spain,35 000 [31 000-39 000],35000,31000,39000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,EST,Estonia, 3 100 [2 500-3 800],3100,2500,3800,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GAB,Gabon,24 000 [18 000-35 000],24000,18000,35000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,GBR,United Kingdom,29 000 [23 000-36 000],29000,23000,36000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,GEO,Georgia, 1 200 [<1000-2 000],1200,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,GHA,Ghana,110 000 [95 000-130 000],110000,95000,130000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,GRC,Greece, 3 300 [2 800-3 900],3300,2800,3900,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,GTM,Guatemala,26 000 [7 100-120 000],26000,7100,120000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,GUY,Guyana, 2 600 [2 000-3 600],2600,2000,3600,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,HND,Honduras,10 000 [8 100-14 000],10000,8100,14000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,IRL,Ireland, 2 400 [1 900-3 000],2400,1900,3000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),13 000 [11 000-16 000],13000,11000,16000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ISL,Iceland,<200 [<200-<200],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ISR,Israel, 2 600 [2 000-3 500],2600,2000,3500,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,KEN,Kenya,800 000 [760 000-840 000],800000,760000,840000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,KGZ,Kyrgyzstan, 4 200 [3 000-6 700],4200,3000,6700,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,KHM,Cambodia,31 000 [24 000-49 000],31000,24000,49000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,KOR,Republic of Korea, 4 200 [3 200-5 400],4200,3200,5400,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,LSO,Lesotho,170 000 [160 000-170 000],170000,160000,170000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,LTU,Lithuania,<500 [<500-<1000],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,LUX,Luxembourg,<500 [<500-<500],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,LVA,Latvia, 2 800 [1 900-3 900],2800,1900,3900,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,MAR,Morocco,15 000 [10 000-22 000],15000,10000,22000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,MLI,Mali,55 000 [42 000-71 000],55000,42000,71000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,MLT,Malta,<100 [<100-<200],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,MMR,Myanmar,77 000 [64 000-87 000],77000,64000,87000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,MNG,Mongolia,<500 [<500-<1000],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,MYS,Malaysia, 8 400 [7 400-9 400],8400,7400,9400,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,NAM,Namibia,100 000 [83 000-120 000],100000,83000,120000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,NER,Niger,33 000 [29 000-36 000],33000,29000,36000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,NGA,Nigeria,1 700 000 [1 500 000-1 900 000],1700000,1500000,1900000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,NZL,New Zealand,<1000 [<1000-1 100],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,OMN,Oman,É,,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,PAK,Pakistan,28 000 [17 000-58 000],28000,17000,58000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,PAN,Panama, 4 400 [3 000-6 800],4400,3000,6800,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,PER,Peru,20 000 [9 900-53 000],20000,9900,53000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,PRT,Portugal,14 000 [11 000-19 000],14000,11000,19000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,PRY,Paraguay, 4 100 [1 900-10 000],4100,1900,10000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ROU,Romania, 4 700 [3 900-5 800],4700,3900,5800,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,RUS,Russian Federation,É [190 000-350 000],0,190000,350000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,SLE,Sierra Leone,27 000 [21 000-38 000],27000,21000,38000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,SLV,El Salvador, 9 800 [4 400-26 000],9800,4400,26000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,SOM,Somalia,15 000 [9 700-22 000],15000,9700,22000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SRB,Serbia,<1000 [<1000-1 100],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SVN,Slovenia,<200 [<200-<500],,,,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,SWE,Sweden, 2 700 [2 200-4 000],2700,2200,4000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,SWZ,Swaziland,100 000 [96 000-110 000],100000,96000,110000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,TCD,Chad,100 000 [87 000-140 000],100000,87000,140000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,TGO,Togo,73 000 [57 000-92 000],73000,57000,92000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,TUR,Turkey, 1 600 [1 200-2 200],1600,1200,2200,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,TZA,United Republic of Tanzania,760 000 [700 000-830 000],760000,700000,830000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,UGA,Uganda,670 000 [640 000-730 000],670000,640000,730000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,UKR,Ukraine,94 000 [71 000-120 000],94000,71000,120000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,VNM,Viet Nam,48 000 [37 000-66 000],48000,37000,66000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,YEM,Yemen, 9 000 [7 700-11 000],9000,7700,11000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ZAF,South Africa,2 900 000 [2 700 000-3 000 000],2900000,2700000,3000000,
HIV_0000000003,Number of women aged 15 and over living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,ZMB,Zambia,460 000 [430 000-510 000],460000,430000,510000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,ARG,Argentina,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,ARM,Armenia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,AUS,Australia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,AUT,Austria,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,BEL,Belgium,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,BLZ,Belize,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,BEN,Benin, 9 400 [7 700-11 000],9400,7700,11000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,BTN,Bhutan,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,BFA,Burkina Faso,23 000 [20 000-30 000],23000,20000,30000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,BDI,Burundi,19 000 [16 000-23 000],19000,16000,23000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,KHM,Cambodia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,CMR,Cameroon,60 000 [51 000-70 000],60000,51000,70000,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,CHL,Chile,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,WPR,Western Pacific,CHN,China,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,COL,Colombia,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,COM,Comoros,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,CZE,Czech Republic,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AFR,Africa,COD,Democratic Republic of the Congo,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,EUR,Europe,DNK,Denmark,É,,,,
HIV_0000000004,Number of children under 15 living with HIV,PUBLISHED,Published,2011,2011,AMR,Americas,SLV,El Salvador,É,,,,
